log,rvpnot,tlcv,mvo,as,sam,eav,et,enve,metric,method
BPIC20d,0.007758148085187655,-0.47327254170625244,0.36074039776128347,0.3286123823970447,-2.648265713931202,1.7696347626864752,0.13265803680414856,0.17378022156921444,precision,ilp
BPIC20e,0.19153063864355718,-0.44436242670126885,0.29079604844145757,0.24301655692996788,-2.221393216755049,1.6973034309923662,-0.18295250812625236,0.10277016422093839,precision,ilp
RTFMP,0.21665206972758544,-0.13328144485270138,-0.3081733849418509,-1.8372385953929633,17.31726578405509,-15.332951061888314,-0.2167393295267161,0.33515782855498455,precision,ilp
RWABOCSL,0.04160399262585894,-0.2791785991354311,0.35868217849592665,0.3393826848428305,-2.488554228227602,1.777144209265104,-0.09920602664548135,0.05187166484013794,precision,ilp
BPIC13cp,0.0017242063052955309,0.09331811085315539,0.17662690217066343,-0.022841375806773652,-1.0748494265822697,0.8142698975123246,-0.011644339721182392,0.03486292188384513,precision,sm1
BPIC13inc,0.007416037395346214,0.17395963781426477,0.17821497228995942,0.022290838490512475,-1.0145374192232945,0.6646490153602856,-0.0886783118478427,0.04903092865791611,precision,sm1
BPIC13op,0.0023751552314414254,0.10158883738554063,0.17690239621567672,-0.026299441871702335,-1.0731399631318825,0.8140989236168809,-0.016990447364712814,0.03210815891262454,precision,sm1
BPIC16c_p,0.025020105752179167,-0.0034447833713314793,0.1795948610679381,-0.028220252394325313,-1.0761849449028846,0.8142696552703866,-0.06363601814920031,0.2555363980624702,precision,sm1
BPIC16wm_p,-0.007164425972888522,0.25923517663090734,0.004522753613254833,-0.028240987400944256,-0.18667632264044226,0.8142698975123246,0.019556920093106174,-0.7670306904517253,precision,sm1
BPIC17ol,-0.007350078366464202,-0.18195149450275316,-1.1842396021369606,0.024541072825384123,1.220532621425215,0.028718326151618723,0.051414719442565135,0.15774907772988128,precision,sm1
BPIC20a,-0.006680278903331241,-0.11018223425087001,0.1268795034840759,-0.013102889391914228,-0.795832939039375,0.669293524144048,0.03847151146349157,0.024734992696597603,precision,sm1
BPIC20d,-0.0002601178636720408,-0.11831795661348549,0.17547615783509915,-0.025499548356841678,-1.0638447556204023,0.8102940568790984,-0.025900626770596766,0.055783207910430524,precision,sm1
BPIC20e,-0.0064217052838704825,-0.11109043878513558,0.14145289413331388,-0.018857513523217198,-0.8923642032534307,0.7771744270923782,0.03572029817325363,0.03298907888342381,precision,sm1
RTFMP,-0.0072639852860315185,-0.033320310856428934,-0.14990581002912265,0.14256539593713238,6.956583808466821,-7.020770263918778,0.042316957312346644,0.10758519389759597,precision,sm1
RWABOCSL,-0.001394913008006357,-0.06979454430386474,0.17447497135610102,-0.0263352985073104,-0.9996864554980562,0.813732540379432,0.01936933736877173,0.016650731816941003,precision,sm1
BPIC13cp,-0.07996167553477937,0.3712054602428357,0.6542222835694705,0.2926845956127679,-4.316420780649512,3.0150518345443635,0.09557708254756422,0.16024268324715346,precision,imf
BPIC13inc,-0.34392565097287037,0.6919853694866955,0.6601044614661913,-0.28563012598962745,-4.074217551575134,2.4610405459079407,0.7278741890570061,0.22536400122804828,precision,imf
BPIC13op,-0.11015003910953428,0.40410517093059123,0.655242707644306,0.3369955283857307,-4.309555852987528,3.014418758019382,0.13945809115678262,0.14758078956856124,precision,imf
BPIC16c_p,-1.1603307399215168,-0.013702832013006159,0.6652155401088358,0.3616083912806157,-4.321784005385437,3.015050937578871,0.522326306624351,1.1745383312755968,precision,imf
BPIC16wm_p,0.3322569365843081,1.031198683434928,0.01675218305095306,0.3618740853035394,-0.7496618022699036,3.0150518345443644,-0.16052377471559412,-3.5255523441325827,precision,imf
BPIC17ol,0.3408667394900006,-0.7237757777270989,-4.386398262563917,-0.31446415647480386,4.901460837479616,0.10633727491709277,-0.4220135277728675,0.7250722007587491,precision,imf
BPIC20a,0.3098041646810079,-0.4382884158471474,0.46995897843074863,0.1678976746179175,-3.1959358688200488,2.4782380804991395,-0.31577529640318036,0.11369103292625032,precision,imf
BPIC20d,0.012063208533603903,-0.4706511001793985,0.6499599510608592,0.32674586076891404,-4.2722278088254875,3.000330222420808,0.21259310550548055,0.25639993530901745,precision,imf
BPIC20e,0.2978125719129799,-0.4419011173801563,0.5239385069891006,0.24163622044905078,-3.583589752732706,2.877695944949723,-0.29319325688498615,0.15162981851447752,precision,imf
RTFMP,0.3368740925879693,-0.1325432031769077,-0.5552479274240075,-1.8268030617428823,27.936511078277785,-25.996277559582065,-0.34733882891156603,0.4945007250182501,precision,imf
RWABOCSL,0.06469039174883137,-0.2776322377713341,0.6462515776674552,0.33745498778877714,-4.014578492511649,3.013062126200384,-0.15898409020299004,0.07653282628647837,precision,imf
BPIC13cp,-0.04279298422018046,0.3298805222526211,0.2965315053595397,0.2437848448689279,-2.264328402892016,1.502996741414449,0.05338990533968319,0.0947552260024552,fscore,ilp
BPIC13inc,-0.1840582361058235,0.6149491845516283,0.29919764974243956,-0.23790898803024,-2.137272288871838,1.2268233264213377,0.4065946879432404,0.13326297610883667,fscore,ilp
BPIC13op,-0.058948850858138946,0.359117629208259,0.29699402076846854,0.2806926084956343,-2.260727166710752,1.5026811541521623,0.0779020878986152,0.08726795374251987,fscore,ilp
BPIC16c_p,-0.6209726686136755,-0.012177346146345436,0.301514287194232,0.3011933217294397,-2.2671418686586273,1.502996294279116,0.291774464377717,0.694531836170702,fscore,ilp
BPIC16wm_p,0.17781350564763793,0.9163991284373744,0.007593061537210883,0.3014146254028552,-0.3932611294646612,1.5029967414144496,-0.08966949930250437,-2.084741108812548,fscore,ilp
BPIC17ol,0.18242120249013274,-0.6432004836195566,-1.9881702482034516,-0.26192562489511506,2.5712314794986106,0.053008898838860806,-0.2357391719782447,0.4287520581830579,fscore,ilp
BPIC20a,0.16579748538128697,-0.3894953792499372,0.21301268212840216,0.13984647355590848,-1.676539134931527,1.2353962597801578,-0.1763938878881992,0.06722815233169677,fscore,ilp
BPIC20d,0.0064558513684306595,-0.4182552450181718,0.29459956891092753,0.27215538560321506,-2.2411454449751362,1.495658049987469,0.118755725496835,0.15161524585649003,fscore,ilp
BPIC20e,0.15937996052747336,-0.3927058920146802,0.23747933706206345,0.20126528488305637,-1.8798964405422132,1.4345251310396216,-0.16377943136664366,0.08966223874253422,fscore,ilp
RTFMP,0.18028446292417508,-0.11778765607712409,-0.25167058338104026,-1.521593236161566,14.655066947095285,-12.959087473486854,-0.19402545779900984,0.2924097812641599,fscore,ilp
RWABOCSL,0.0346202714586817,-0.24672446232406717,0.2929187188812076,0.28107530454788343,-2.1059865495471177,1.5020048761592306,-0.0888094227214892,0.045255640410094826,fscore,ilp
BPIC13cp,-0.02975788733576,0.10603905840055916,0.3952126305997727,0.007599744159346264,-2.2399300081875007,1.656964645286705,0.02761544199010837,0.0720328091451955,fscore,sm1
BPIC13inc,-0.12799257525659397,0.1976734850810928,0.3987660268361943,-0.0074165703089989895,-2.11424293816974,1.352499857039041,0.2103073970059485,0.1013063545848103,fscore,sm1
BPIC13op,-0.04099254338943134,0.11543723465771419,0.3958290640247283,0.008750306087047067,-2.236367575733498,1.656616729072583,0.040294145037068005,0.06634099375441072,fscore,sm1
BPIC16c_p,-0.4318192584119285,-0.003914369694695852,0.40185360560917727,0.009389394935022109,-2.24271315854219,1.656964152346554,0.15091768273334763,0.5279822687442061,fscore,sm1
BPIC16wm_p,0.12365004133886794,0.29457362330770565,0.010119915658838893,0.00939629385156622,-0.38902369630506867,1.6569646452867033,-0.04638073134828807,-1.5848176902068318,fscore,sm1
BPIC17ol,0.12685419561824274,-0.2067547764871418,-2.6498027348560513,-0.008165264493984576,2.543526169423729,0.05843916280145226,-0.12193393839420547,0.325936800329194,fscore,sm1
BPIC20a,0.11529420021616282,-0.1252020670544577,0.28390002726019226,0.0043595713309544405,-1.6584742360858546,1.3619510069254956,-0.0912381310173557,0.051106760760274664,fscore,sm1
BPIC20d,0.004489345652776214,-0.13444683562995624,0.39263777540831,0.008484166861499262,-2.216996849264861,1.6488741738291735,0.06142531678200085,0.11525772803285232,fscore,sm1
BPIC20e,0.11083150650469739,-0.12623407630505412,0.31650880873379994,0.006274240197710491,-1.8596403437227842,1.5814787613385026,-0.08471341833821855,0.06816112633940177,fscore,sm1
RTFMP,0.12536832459456118,-0.037862472316757614,-0.33542268360996824,-0.04743411886672956,14.497156942813373,-14.286624306675348,-0.10035789987569502,0.22228956496229355,fscore,sm1
RWABOCSL,0.024074650468406053,-0.07930880395900841,0.3903975643350075,0.008762236246567162,-2.083294306225599,1.6558711727491415,-0.045935864574710286,0.034403283554191415,fscore,sm1
BPIC13cp,-0.07395727831950306,0.2899547859046974,0.6043969845380369,0.2037708076803332,-3.8596686317503464,2.7303814779002304,0.0883010891888474,0.13856843968612206,fscore,imf
BPIC13inc,-0.318099951259195,0.5405213315758888,0.6098311781945063,-0.19885939452634013,-3.6430947031941185,2.2286779437488433,0.6724633350698647,0.19488152206878764,fscore,imf
BPIC13op,-0.10187876935851185,0.3156532995056404,0.6053396935365984,0.2346206531985498,-3.853530132446716,2.7298081741851505,0.1288415697268567,0.12761917938318526,fscore,imf
BPIC16c_p,-1.0732004163385152,-0.010703510988280967,0.6145529991977541,0.25175644724645935,-3.8644643343313074,2.730380665622997,0.48256318939182324,1.0156716089518658,fscore,imf
BPIC16wm_p,0.30730745157864015,0.8054865175878078,0.015476343705663469,0.2519414268677258,-0.6703345873075862,2.730381477900233,-0.14830358669964883,-3.0486901333567045,fscore,imf
BPIC17ol,0.3152707363086539,-0.5653533505045412,-4.0523319817414825,-0.2189340201428424,4.382801308200125,0.0962972916476884,-0.38988691809281273,0.6269997573864708,fscore,imf
BPIC20a,0.28654067937694416,-0.34235440313386833,0.4341670966485182,0.11689253646203993,-2.857750448535831,2.244251748940308,-0.29173628100079174,0.09831331278068753,fscore,imf
BPIC20d,0.011157370890232693,-0.36763343647761443,0.6004592695136449,0.22748470180226607,-3.8201520424832247,2.717049827476692,0.19640903729020529,0.22171957091229136,fscore,imf
BPIC20e,0.27544954655727905,-0.34517634465071967,0.4840355665964523,0.16823026747492495,-3.204383831087742,2.605994237676749,-0.27087334364789817,0.13112054126698583,fscore,imf
RTFMP,0.31157790100736393,-0.10353171010777187,-0.5129604744966314,-1.2718439608511265,24.98034389343055,-23.541802475765,-0.3208969775281312,0.427615117900568,fscore,imf
RWABOCSL,0.0598327295566117,-0.21686317871123803,0.597033324306939,0.2349405347880099,-3.5897664904938233,2.7285796306661014,-0.1468811136983152,0.06618108301974317,fscore,imf
BPIC13cp,19.604241964137415,-83.17729404479037,-12.709571403926152,-5.0412141923088445,129.62764201318427,-98.83965608416831,-0.8384325451121462,-14.390341274061266,size,ilp
BPIC13inc,84.32041517705609,-155.05556010634862,-12.823844429878529,4.91970765278997,122.3539689705469,-80.67801633781676,-6.385143724687396,-20.2384584608932,size,ilp
BPIC13op,27.005537398016095,-90.54924624633881,-12.729395174786756,-5.8044279265398275,129.42147944687395,-98.81890252189534,-1.2233706992141657,-13.253259895251677,size,ilp
BPIC16c_p,284.47883854002106,3.0704410620645737,-12.923137316396181,-6.228361114684819,129.78870651811425,-98.83962667977802,-4.5820123712621585,-105.47756118420149,size,ilp
BPIC16wm_p,-81.45959092901623,-231.06426304870925,-0.3254445346863917,-6.23293744189595,22.513303654556836,-98.8396560841683,1.4081655706411345,316.60666423929075,size,ilp
BPIC17ol,-83.57046039614386,162.17894706376623,85.21452620039605,5.41634644376912,-147.1971439000542,-3.4859565468536977,3.7020367930385127,-65.11396468043358,size,ilp
BPIC20a,-75.95483417880988,98.20880441116071,-9.12988955480532,-2.891877990255866,95.97804564321504,-81.24178721068024,2.770081262054691,-10.2098437847916,size,ilp
BPIC20d,-2.957542564922081,105.46042325594125,-12.626767102198738,-5.6278871361092015,128.30047049256135,-98.35705108792051,-1.8649342893841911,-23.025591540133732,size,ilp
BPIC20e,-73.0148496851436,99.01831496499413,-10.178549451896375,-4.161954411551174,107.61978805955322,-94.33684497720054,2.5719844342127223,-13.616876549563527,size,ilp
RTFMP,-82.5915812590909,29.699414919899212,10.786797328232673,31.464947795188166,-838.9691925742771,852.2119268460174,3.046966600970197,-44.40785718938437,size,ilp
RWABOCSL,-15.860174066103985,62.21001776836102,-12.554724560054298,-5.81234167840155,120.56293167572568,-98.77442931553576,1.3946589687428155,-6.872909680576184,size,ilp
BPIC13cp,9.26911264805866,-27.717510395030924,-7.768335027646517,-2.5652120576698474,60.97973284371196,-46.424107541570876,-2.068216437486399,-5.6185825980113595,size,sm1
BPIC13inc,39.86766885641205,-51.6697994135365,-7.838180903798314,2.503383690857926,57.55803487833953,-37.89374685316555,-15.75065195655677,-7.9019286862859905,size,sm1
BPIC13op,12.768530847634143,-30.174096223226556,-7.780451698513097,-2.95357188507322,60.88274937613722,-46.41435977792016,-3.017768577811495,-5.1746191418410765,size,sm1
BPIC16c_p,134.50488956624994,1.0231756518705413,-7.898870629975283,-3.1692894650830237,61.05550117775477,-46.42409373059029,-11.30274982556027,-41.18278909885632,size,sm1
BPIC16wm_p,-38.51503801917345,-76.99849083241365,-0.19891797276338066,-3.171618120302575,10.590759971894018,-46.424107541570876,3.4736141826565494,123.61629653048955,size,sm1
BPIC17ol,-39.513081550361605,54.0435548272883,52.08476098118824,2.756097375761419,-69.24481824231437,-1.6373227915581545,9.132056469155213,-25.423176690079938,size,sm1
BPIC20a,-35.912325274086776,32.72652216461952,-5.580364480680201,-1.471526502728666,45.15021249549202,-38.15854501887685,6.833140760999727,-3.9863440015175504,size,sm1
BPIC20d,-1.398360377608169,35.14300881544486,-7.717723442321919,-2.863739446496392,60.355401771199396,-46.19743226634707,-4.6003554783533165,-8.990140363766468,size,sm1
BPIC20e,-34.52226655591806,32.99627868228987,-6.221325623409532,-2.117802424715771,50.62674768010496,-44.3091772053986,6.344482349604358,-5.316590076883864,size,sm1
RTFMP,-39.05025615742989,9.896857684807093,6.593098449814603,16.010877617799046,-394.6698129561031,400.276363835365,7.5161519496546285,-17.338658539599123,size,sm1
RWABOCSL,-7.498873983776829,20.730499037887437,-7.673689651894628,-2.9575987823488896,56.71549100378368,-46.393471108366356,3.44029656369778,-2.683467333647957,size,sm1
BPIC13cp,11.901218950424038,-41.10293253274453,-50.13452496493012,-1.0430194986312675,303.25298082278243,-228.867763620909,-4.323971940157105,-13.579692710614893,size,imf
BPIC13inc,51.18870318212552,-76.62233184030033,-50.58528948643542,1.0178799816230717,286.2368336688773,-186.8136525777011,-32.929521236231814,-19.09836894076038,size,imf
BPIC13op,16.39435046943399,-44.74586005827445,-50.212722356763834,-1.2009272518151217,302.77068081487766,-228.8197077942018,-6.309178486272674,-12.506666337082704,size,imf
BPIC16c_p,172.69961013644726,1.5172906653088325,-50.9769629378643,-1.2886383794293201,303.62977770395884,-228.8676955336929,-23.63039583600623,-99.53571228559889,size,imf
BPIC16wm_p,-49.45197213091286,-114.18282986827084,-1.2837574635989863,-1.2895852145232478,52.66798296553464,-228.86776362090902,7.262204276353685,298.7713167200664,size,imf
BPIC17ol,-50.73342538730544,80.14242824254319,336.1395640649785,1.1206337871563339,-344.3553547919317,-8.071892503133308,19.09217778800143,-61.44591116292359,size,imf
BPIC20a,-46.11017929480756,48.530911088063625,-36.01401347578448,-0.5983251289146225,224.5325764075052,-188.1190899292537,14.285888255300597,-9.634694450976209,size,imf
BPIC20d,-1.795446193978222,52.11437462283173,-49.80789283861991,-1.1644012325470117,300.1481745218933,-227.7502695848164,-9.617856063131969,-21.7284949425599,size,imf
BPIC20e,-44.32539214343583,48.93093922147273,-40.15058615157055,-0.8611019960796655,251.76745497890238,-218.44129767710297,13.264261494726494,-12.849799438374584,size,imf
RTFMP,-50.139173645392596,14.676277483338731,42.549897455775955,6.510049528120711,-1962.697959442601,1973.3358608838282,15.713843841102983,-41.9062371825543,size,imf
RWABOCSL,-9.628293942598486,30.74173297603128,-49.523711845186675,-1.2025645949598918,282.0468523502007,-228.71672804210826,7.192547906314508,-6.485739268620933,size,imf
BPIC13cp,9.55621531661215,-40.90234399580563,-16.935456741111256,0.6921028103212505,114.52870250023648,-88.42886388652191,-0.19492542538489555,-8.515353991154397,pnsize,ilp
BPIC13inc,41.102535078485694,-76.24840325434243,-17.087725124220903,-0.6754213097411426,108.1022619429094,-72.18019171673461,-1.484468683776923,-11.975924319489184,pnsize,ilp
BPIC13op,13.164024938498509,-44.5274934831886,-16.961871842233567,0.796883593320497,114.34655360932918,-88.41029629931946,-0.28441889015155297,-7.8424963936236,pnsize,ilp
BPIC16c_p,138.67106104287473,1.5098860570263772,-17.220032527112554,0.8550849193723069,114.67100632125789,-88.42883757929937,-1.0652624540804991,-62.41539060828944,pnsize,ilp
BPIC16wm_p,-39.70800768246267,-113.6256003623572,-0.43365363501633103,0.8557131983548976,19.890969368153613,-88.42886388652184,0.32738146255148726,187.3491233189672,pnsize,ilp
BPIC17ol,-40.73696474032984,79.75132105292607,113.54804000198565,-0.743604308883611,-130.05172076569275,-3.1187803479764367,0.8606787759855371,-38.53059829935042,pnsize,ilp
BPIC20a,-37.024678183327914,48.29407289060137,-12.165543958371806,0.39702278217335185,84.7985882124421,-72.68458053954853,0.6440103876031086,-6.04158250079859,pnsize,ilp
BPIC20d,-1.4416733689649721,51.860048580504994,-16.825120316277193,0.7726465003241773,113.35611901502004,-87.99709172932407,-0.43357466476264805,-13.625185051961832,pnsize,ilp
BPIC20e,-35.591563610452724,48.69214882612411,-13.562879380543297,0.5713901918823624,95.08430839587014,-84.4003343847024,0.597955271231959,-8.057663252391963,pnsize,ilp
RTFMP,-40.259803735087644,14.60465502609076,14.37336741906077,-4.319788440825459,-741.2466320526775,762.4483478307842,0.7083828798036993,-26.277946905807973,pnsize,ilp
RWABOCSL,-7.73114505584539,30.591708662420164,-16.729123896159503,0.7979700637013871,106.51984345315117,-88.37050746083527,0.324241340980731,-4.066981996099768,pnsize,ilp
BPIC13cp,5.304996852302823,-15.192403850314177,-19.721800931574688,-0.8101652680515509,114.71955630121951,-86.09956143902326,-1.9461153896923573,-5.286426655619423,pnsize,sm1
BPIC13inc,22.81748704782581,-28.32103058202163,-19.899121613606937,0.7906381512887892,108.28240654540863,-70.27889512829877,-14.820782590625194,-7.434787281185682,pnsize,sm1
BPIC13op,7.307820988605347,-16.538897220858644,-19.752562036745058,-0.9328200960327235,114.53710387235682,-86.0814829401617,-2.8396089332635994,-4.86870916052551,pnsize,sm1
BPIC16c_p,76.98126485901975,0.5608186843437561,-20.053197190161555,-1.0009497036842714,114.86209726126845,-86.09953582475875,-10.635470728633639,-38.74817006730549,pnsize,sm1
BPIC16wm_p,-22.04333502202411,-42.20408514036157,-0.5050014767115609,-1.0016851577277341,19.924116230261276,-86.09956143902328,3.268542835360784,116.30842363677834,pnsize,sm1
BPIC17ol,-22.61454588032818,29.62212329827268,132.22978720458755,0.8704521571749553,-130.26844255412354,-3.036628634401614,8.592928337694621,-23.920224821920367,pnsize,sm1
BPIC20a,-20.55372286125002,17.937922066416643,-14.167107497544027,-0.4647489707385335,84.93989892779152,-70.76999785799981,6.4297334427326875,-3.7506817458819106,pnsize,sm1
BPIC20d,-0.8003244413207087,19.262436446496505,-19.59331115776207,-0.9044485150315689,113.54501879041612,-85.67916258120222,-4.3287648392156495,-8.458666723809756,pnsize,sm1
BPIC20e,-19.758149713701172,18.08577986097662,-15.794342679445345,-0.6688608701842144,95.24275952013012,-82.17714733002906,5.96992389984223,-5.002287144339284,pnsize,sm1
RTFMP,-22.349656743051074,5.4246235197094,16.738178089225684,5.0566801751071155,-742.4818659643933,742.3647153533552,7.072421781090951,-16.313642289224745,pnsize,sm1
RWABOCSL,-4.291835086078423,11.36271291734043,-19.4815207102621,-0.9340919021202576,106.69735106966424,-86.04274217845685,3.2371921847091656,-2.524827746966198,pnsize,sm1
BPIC13cp,5.1149832504999155,-22.374622239477713,-34.82820283425391,-0.0793290141569779,209.56669997832012,-157.90104254915025,-2.114046257346436,-8.372937720820632,pnsize,imf
BPIC13inc,22.000213632071272,-41.709815441242725,-35.14134668465353,0.07741697598006425,197.807482325408,-128.88696091466005,-16.099672266406113,-11.775631239817713,pnsize,imf
